メニュー,platform,external_id,video_url,video_id,動画URL,投稿者,時間,食材,味,油感,特徴,詳細食材タグ,ingredient_categories,temperature,effort,dishes,knife,heat,thumbnail_url,ingredient_score,richness_score,taste_level
2歳児の爆食お昼ごはん！今日も爆速で娘の大好物作ってみたよ👧🏻💕#もぐもぐタイム #るいちゃんねる #簡単レシピ #簡単料理 #カルボナーラ #うどんレシピ,youtube,yLR-oItq550,https://www.youtube.com/watch?v=yLR-oItq550,yLR-oItq550,https://www.youtube.com/watch?v=yLR-oItq550,るいちゃんねる🍼,easy,うどん、パスタ,semi-rich,2,YouTube Data API収集,"udon,pasta",麺,warm,3,2,false,true,https://i.ytimg.com/vi/yLR-oItq550/maxresdefault.jpg,6.0,5.3,ややがっつり
年明けうどんに！牛すきうどん #簡単レシピ #胃袋泥棒レシピ,youtube,pEC8VZrDbgE,https://www.youtube.com/watch?v=pEC8VZrDbgE,pEC8VZrDbgE,https://www.youtube.com/watch?v=pEC8VZrDbgE,maki | 今日の時短レシピ,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/pEC8VZrDbgE/maxresdefault.jpg,6.0,5.3,ややがっつり
5分。冷凍うどんの1番ウマい食べ方,youtube,kvNrysvMYJY,https://www.youtube.com/watch?v=kvNrysvMYJY,kvNrysvMYJY,https://www.youtube.com/watch?v=kvNrysvMYJY,だれウマ【料理研究家】,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,cold,3,2,false,true,https://i.ytimg.com/vi/kvNrysvMYJY/maxresdefault.jpg,6.0,5.6,ややがっつり
釜玉そうめんレシピ〜食で夏を早く感じすぎている気がする🔥真夏、生きられるのかな、、🫠 #ブラック企業 #料理 #cooking #vlog #自炊 #そうめんアレンジ,youtube,aIFvma3yBwI,https://www.youtube.com/watch?v=aIFvma3yBwI,aIFvma3yBwI,https://www.youtube.com/watch?v=aIFvma3yBwI,ななOL簡単ご飯,normal,そうめん,semi-light,2,YouTube Data API収集,somen,麺,warm,3,2,false,true,https://i.ytimg.com/vi/aIFvma3yBwI/maxresdefault.jpg,6.0,5.2,ややあっさり
【しょうゆが決め手！極上のサバ缶アレンジうどんのレシピ】｜#クラシル #shorts,youtube,ufiNBBzSvrI,https://www.youtube.com/watch?v=ufiNBBzSvrI,ufiNBBzSvrI,https://www.youtube.com/watch?v=ufiNBBzSvrI,Kurashiru [クラシル],easy,サバ、うどん、ほうれん草、ネギ、しいたけ,light,2,YouTube Data API収集,"mackerel,udon,spinach,green_onion,shiitake",魚介;麺;葉物野菜;きのこ,warm,3,2,true,true,https://i.ytimg.com/vi/ufiNBBzSvrI/maxresdefault.jpg,4.07,4.04,あっさり
料理人歴23年、今までこの作り方知らなかったのが悔しいです,youtube,nP3Bf4FS9CE,https://www.youtube.com/watch?v=nP3Bf4FS9CE,nP3Bf4FS9CE,https://www.youtube.com/watch?v=nP3Bf4FS9CE,飲食店独立学校 /こうせい校長,normal,卵、うどん、ネギ、にんにく,light,2,YouTube Data API収集,"egg,udon,green_onion,garlic",卵;麺;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/nP3Bf4FS9CE/maxresdefault.jpg,4.42,4.35,あっさり
これはすげぇえ！！火も包丁も使わない激旨焼きうどんの作り方 簡単レシピ ライフハック 裏ワザ,youtube,ATy5cPML-W8,https://www.youtube.com/watch?v=ATy5cPML-W8,ATy5cPML-W8,https://www.youtube.com/watch?v=ATy5cPML-W8,ちゃらりんこクック,easy,うどん,semi-rich,3,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/ATy5cPML-W8/maxresdefault.jpg,6.0,5.9,ややがっつり
［レンチン旨辛ビビンうどん］#うどん#ビビンうどん#レンチンレシピ#簡単レシピ#料理#自炊#高校生#うどんレシピ#旨辛レシピ#韓国料理#韓国風,youtube,uGTJWZuvfdQ,https://www.youtube.com/watch?v=uGTJWZuvfdQ,uGTJWZuvfdQ,https://www.youtube.com/watch?v=uGTJWZuvfdQ,kurea,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/uGTJWZuvfdQ/maxresdefault.jpg,6.0,5.3,ややがっつり
【天才的に旨い♡鶏肉となすのオイスターいため】ご飯がすすむ！※詳細はコメント欄へ #簡単レシピ #おすすめ #なす,youtube,VFA_4Xt-aSo,https://www.youtube.com/watch?v=VFA_4Xt-aSo,VFA_4Xt-aSo,https://www.youtube.com/watch?v=VFA_4Xt-aSo,まいのごはん。,normal,鶏肉、なす,light,2,YouTube Data API収集,"chicken,eggplant",鶏肉;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/VFA_4Xt-aSo/maxresdefault.jpg,4.25,4.25,あっさり
【肉味噌】かけるだけで食欲倍増！弁当や晩飯に使える万能肉味噌！,youtube,DG3qKpJZLkU,https://www.youtube.com/watch?v=DG3qKpJZLkU,DG3qKpJZLkU,https://www.youtube.com/watch?v=DG3qKpJZLkU,オリーブオイルをひとまわし / オリひと,normal,豆腐,light,2,YouTube Data API収集,tofu,豆腐・大豆系,warm,3,2,false,true,https://i.ytimg.com/vi/DG3qKpJZLkU/maxresdefault.jpg,3.0,3.5,あっさり
スーパーのお肉を美味しく焼く方法【プロの技】豚肉ステーキ#shorts,youtube,ruMoMWOhL3k,https://www.youtube.com/watch?v=ruMoMWOhL3k,ruMoMWOhL3k,https://www.youtube.com/watch?v=ruMoMWOhL3k,ファビオ飯 /イタリア料理人の世界,normal,豚肉,semi-rich,2,YouTube Data API収集,pork,肉類,warm,3,2,true,true,https://i.ytimg.com/vi/ruMoMWOhL3k/maxresdefault.jpg,8.0,6.5,ややがっつり
豚肉とキャベツで作るご飯が進みすぎる最強おかず,youtube,K3iww9jFigc,https://www.youtube.com/watch?v=K3iww9jFigc,K3iww9jFigc,https://www.youtube.com/watch?v=K3iww9jFigc,だれウマ【料理研究家】,normal,豚肉、キャベツ、にんにく,semi-light,2,YouTube Data API収集,"pork,cabbage,garlic",肉類;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/K3iww9jFigc/maxresdefault.jpg,5.2,5.12,ややあっさり
切らないし混ぜないしもうこれでいい 【パックのままズボラ焼き】詳しいレシピは概要欄を見てね♪ #ひき肉 #ひき肉レシピ #ズボラ飯 #ハンバーグ #レシピ動画 #簡単レシピ #料理動画 #晩ごはん,youtube,6WX8U-avQjE,https://www.youtube.com/watch?v=6WX8U-avQjE,6WX8U-avQjE,https://www.youtube.com/watch?v=6WX8U-avQjE,デリッシュキッチン,easy,挽肉、白身魚、マヨネーズ,rich,4,YouTube Data API収集,"minced_meat,whitefish,mayonnaise",肉類;魚介;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/6WX8U-avQjE/maxresdefault.jpg,8.13,7.68,がっつり
0:28の脂を取るシーンは見ごたえあるよね 【定番豚の角煮】詳しいレシピは概要欄を見てね♪#豚バラ#豚の角煮#角煮 #角煮レシピ #簡単レシピ#晩ごはん#レシピ動画 #料理動画 #デリッシュキッチン,youtube,Y-3aecirfig,https://www.youtube.com/watch?v=Y-3aecirfig,Y-3aecirfig,https://www.youtube.com/watch?v=Y-3aecirfig,デリッシュキッチン,normal,豚肉、白身魚、卵、ネギ、ショウガ,light,1,YouTube Data API収集,"pork,whitefish,egg,green_onion,ginger",肉類;魚介;卵;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/Y-3aecirfig/maxresdefault.jpg,5.34,4.2,あっさり
これやばい…タレが最高の太らない鶏胸焼鳥丼！#鶏胸肉 #簡単レシピ #料理 #short,youtube,8gSGVRIypVo,https://www.youtube.com/watch?v=8gSGVRIypVo,8gSGVRIypVo,https://www.youtube.com/watch?v=8gSGVRIypVo,鶏むねマッスル,easy,鶏肉、白身魚、卵、ご飯・米,semi-light,2,YouTube Data API収集,"chicken,whitefish,egg,rice",鶏肉;魚介;卵;米,warm,1,1,true,true,https://i.ytimg.com/vi/8gSGVRIypVo/maxresdefault.jpg,5.47,4.98,ややあっさり
ナスと大葉の肉巻き｜巻いて焼くだけで簡単！ジューシーなナスと大葉の香りが美味しい豚肉おかずレシピ！お弁当にもおすすめ【なすレシピ・大葉レシピ・豚肉レシピ・簡単レシピ・おかず】【料理研究家ゆかり】,youtube,h45ocpjpI74,https://www.youtube.com/watch?v=h45ocpjpI74,h45ocpjpI74,https://www.youtube.com/watch?v=h45ocpjpI74,料理研究家ゆかりのおうちで簡単レシピ / Yukari's Kitchen,easy,豚肉、白身魚、卵、なす、ショウガ、にんにく,semi-light,2,YouTube Data API収集,"pork,whitefish,egg,eggplant,ginger,garlic",肉類;魚介;卵;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/h45ocpjpI74/maxresdefault.jpg,5.34,4.8,ややあっさり
スーパーで買った激安豚肉を極上ステーキに！豚肉ステーキの焼き方,youtube,3WfynaWMdVc,https://www.youtube.com/watch?v=3WfynaWMdVc,3WfynaWMdVc,https://www.youtube.com/watch?v=3WfynaWMdVc,居酒屋店長のまかない飯チャンネル,normal,豚肉、ショウガ、にんにく,semi-rich,3,YouTube Data API収集,"pork,ginger,garlic",肉類;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/3WfynaWMdVc/maxresdefault.jpg,6.25,6.05,ややがっつり
柔らかさっぱりヘルシー！鶏むね肉の南蛮漬けの作り方 #料理 #鶏むね #shorts,youtube,Wve9UOfzIm0,https://www.youtube.com/watch?v=Wve9UOfzIm0,Wve9UOfzIm0,https://www.youtube.com/watch?v=Wve9UOfzIm0,Koh Kentetsu Kitchen【料理研究家コウケンテツ公式チャンネル】,normal,鶏肉,semi-rich,2,YouTube Data API収集,chicken,鶏肉,cold,3,2,true,true,https://i.ytimg.com/vi/Wve9UOfzIm0/maxresdefault.jpg,6.0,5.3,ややがっつり
冷蔵庫で５日保存な常備菜【しっとり ゆで鶏】,youtube,vfHe4iSRJAA,https://www.youtube.com/watch?v=vfHe4iSRJAA,vfHe4iSRJAA,https://www.youtube.com/watch?v=vfHe4iSRJAA,【賛否両論】笠原将弘の料理のほそ道,normal,鶏肉,semi-rich,2,YouTube Data API収集,chicken,鶏肉,cold,3,2,true,true,https://i.ytimg.com/vi/vfHe4iSRJAA/maxresdefault.jpg,6.0,5.3,ややがっつり
鶏よりおいしい😳ヤンニョム豚こま🧀（レシピはコメント欄に✨）,youtube,Scn-ZqcscHY,https://www.youtube.com/watch?v=Scn-ZqcscHY,Scn-ZqcscHY,https://www.youtube.com/watch?v=Scn-ZqcscHY,ゆい▷愛する旦那さんに褒められごはん,normal,豚肉,semi-rich,2,YouTube Data API収集,pork,肉類,warm,3,2,true,true,https://i.ytimg.com/vi/Scn-ZqcscHY/maxresdefault.jpg,8.0,6.5,ややがっつり
簡単なのに絶品ローストポーク,youtube,YJo8d9FD3Uo,https://www.youtube.com/watch?v=YJo8d9FD3Uo,YJo8d9FD3Uo,https://www.youtube.com/watch?v=YJo8d9FD3Uo,なな⌇家族の心を満たす愛情レシピ,normal,豚肉、白身魚、ビーフン・フォー、にんにく,semi-rich,2,YouTube Data API収集,"pork,whitefish,rice_noodles,garlic",肉類;魚介;麺;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/YJo8d9FD3Uo/maxresdefault.jpg,6.07,5.34,ややがっつり
ご飯が無限に進む！大分名物【にら豚】,youtube,-d1qtJA1pNU,https://www.youtube.com/watch?v=-d1qtJA1pNU,-d1qtJA1pNU,https://www.youtube.com/watch?v=-d1qtJA1pNU,【賛否両論】笠原将弘の料理のほそ道,normal,にら,light,2,YouTube Data API収集,nira,葉物野菜,warm,3,2,false,true,https://i.ytimg.com/vi/-d1qtJA1pNU/maxresdefault.jpg,1.0,2.3,あっさり
安い鶏むね肉を無限に食える方法を発見しました「エンドレス鶏むね肉」が旨すぎる#shorts #リュウジ #料理,youtube,qqtXuKdnTCA,https://www.youtube.com/watch?v=qqtXuKdnTCA,qqtXuKdnTCA,https://www.youtube.com/watch?v=qqtXuKdnTCA,料理研究家リュウジのバズレシピ,normal,鶏肉、白身魚、にんにく、バター,rich,4,YouTube Data API収集,"chicken,whitefish,garlic,butter",鶏肉;魚介;根菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/qqtXuKdnTCA/maxresdefault.jpg,7.02,7.41,がっつり
確実に1番美味しい豚丼の作り方。正直お店超えてます。,youtube,_7rtEu2HGJE,https://www.youtube.com/watch?v=_7rtEu2HGJE,_7rtEu2HGJE,https://www.youtube.com/watch?v=_7rtEu2HGJE,だれウマ【料理研究家】,easy,ご飯・米,semi-rich,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/_7rtEu2HGJE/maxresdefault.jpg,6.0,5.6,ややがっつり
鶏むね肉買ったら…。 #簡単レシピ,youtube,EMP2tb7AAgs,https://www.youtube.com/watch?v=EMP2tb7AAgs,EMP2tb7AAgs,https://www.youtube.com/watch?v=EMP2tb7AAgs,さくらい ゆか【管理栄養士】,normal,鶏肉、白身魚,semi-light,2,YouTube Data API収集,"chicken,whitefish",鶏肉;魚介,warm,3,2,true,true,https://i.ytimg.com/vi/EMP2tb7AAgs/maxresdefault.jpg,5.3,4.88,ややあっさり
レンジで簡単！やみつき無限漬け 【麻薬鶏】丁寧に工程を見たい人はアプリで【旨だれ漬け鶏むね肉】と検索♪ #鶏肉 #鶏むね肉 #やみつき #麻薬たまご #レシピ動画 #料理動画 #shorts,youtube,M5TQTDXwKhg,https://www.youtube.com/watch?v=M5TQTDXwKhg,M5TQTDXwKhg,https://www.youtube.com/watch?v=M5TQTDXwKhg,デリッシュキッチン,easy,鶏肉、豆腐、卵、ビーフン・フォー、ネギ、レタス、にんにく,light,2,YouTube Data API収集,"chicken,tofu,egg,rice_noodles,green_onion,lettuce,garlic",鶏肉;豆腐・大豆系;卵;麺;葉物野菜;根菜,cold,4,3,true,true,https://i.ytimg.com/vi/M5TQTDXwKhg/maxresdefault.jpg,4.6,4.36,あっさり
ワンパンで作る カリッじゅわ〜やみつきチキン,youtube,ZXr7rYsL3nA,https://www.youtube.com/watch?v=ZXr7rYsL3nA,ZXr7rYsL3nA,https://www.youtube.com/watch?v=ZXr7rYsL3nA,なな⌇家族の心を満たす愛情レシピ,normal,鶏肉,semi-rich,2,YouTube Data API収集,chicken,鶏肉,warm,3,2,true,true,https://i.ytimg.com/vi/ZXr7rYsL3nA/maxresdefault.jpg,6.0,5.3,ややがっつり
材料1つ【鶏むね肉焼き】ただ焼くだけ！安い鶏むね肉が柔らかジューシーに！ボリュームも満点！！節約おかず・おつまみ,youtube,JYlEj6OLl5w,https://www.youtube.com/watch?v=JYlEj6OLl5w,JYlEj6OLl5w,https://www.youtube.com/watch?v=JYlEj6OLl5w,夫手取り17万円の節約ごはん,normal,鶏肉、にんにく,semi-light,3,YouTube Data API収集,"chicken,garlic",鶏肉;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/JYlEj6OLl5w/maxresdefault.jpg,4.95,5.27,ややあっさり
ベーコンの焼き方#料理 #飯テロ #cooking,youtube,TU7nvJano-k,https://www.youtube.com/watch?v=TU7nvJano-k,TU7nvJano-k,https://www.youtube.com/watch?v=TU7nvJano-k,mamama,normal,ベーコン,rich,4,YouTube Data API収集,bacon,肉類,warm,3,2,false,true,https://i.ytimg.com/vi/TU7nvJano-k/maxresdefault.jpg,8.0,7.7,がっつり
安い！早い！うまい！豚こま南蛮✨（レシピはコメント欄に🫶）,youtube,mD-lKoLJxqw,https://www.youtube.com/watch?v=mD-lKoLJxqw,mD-lKoLJxqw,https://www.youtube.com/watch?v=mD-lKoLJxqw,ゆい▷愛する旦那さんに褒められごはん,normal,豚肉,semi-rich,2,YouTube Data API収集,pork,肉類,warm,3,2,true,true,https://i.ytimg.com/vi/mD-lKoLJxqw/maxresdefault.jpg,8.0,6.5,ややがっつり
肉汁に溺れるガチで1番美味しい鶏胸肉の食べ方,youtube,WhNtDLLD06c,https://www.youtube.com/watch?v=WhNtDLLD06c,WhNtDLLD06c,https://www.youtube.com/watch?v=WhNtDLLD06c,だれウマ【料理研究家】,normal,にんにく、バター,rich,4,YouTube Data API収集,"garlic,butter",根菜;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/WhNtDLLD06c/maxresdefault.jpg,7.55,7.73,がっつり
㊗️80万再生 基本の照り焼き鶏肉の作り方,youtube,T7uG9tuRyQQ,https://www.youtube.com/watch?v=T7uG9tuRyQQ,T7uG9tuRyQQ,https://www.youtube.com/watch?v=T7uG9tuRyQQ,家政夫ミツキの10分作りおき,normal,鶏肉,semi-rich,3,YouTube Data API収集,chicken,鶏肉,warm,3,2,true,true,https://i.ytimg.com/vi/T7uG9tuRyQQ/maxresdefault.jpg,6.0,5.9,ややがっつり
もう買わない🎄クリスマスはサクサク激うまのこれ作って🍗#簡単レシピ #クリスマスレシピ #鶏むね肉 #ヘルシーレシピ #フライドチキン #cooking #shorts,youtube,aSkUxjfaG9g,https://www.youtube.com/watch?v=aSkUxjfaG9g,aSkUxjfaG9g,https://www.youtube.com/watch?v=aSkUxjfaG9g,yuchi,normal,鶏肉,rich,5,YouTube Data API収集,chicken,鶏肉,warm,3,2,true,true,https://i.ytimg.com/vi/aSkUxjfaG9g/maxresdefault.jpg,6.0,7.1,がっつり
鶏胸肉を毎日1枚以上食べる料理家が辿り着いた、もはやとろける最高の鶏胸チャーシュー,youtube,4s9NlCSthGo,https://www.youtube.com/watch?v=4s9NlCSthGo,4s9NlCSthGo,https://www.youtube.com/watch?v=4s9NlCSthGo,だれウマ【料理研究家】,normal,卵、ネギ、ショウガ、にんにく,light,2,YouTube Data API収集,"egg,green_onion,ginger,garlic",卵;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/4s9NlCSthGo/maxresdefault.jpg,3.6,4.16,あっさり
毎日鶏胸肉を1.5枚食べる料理家がガチで旨すぎる鶏胸肉レシピを紹介,youtube,XRSlFzVmBMg,https://www.youtube.com/watch?v=XRSlFzVmBMg,XRSlFzVmBMg,https://www.youtube.com/watch?v=XRSlFzVmBMg,だれウマ【料理研究家】,normal,卵,semi-light,2,YouTube Data API収集,egg,卵,warm,3,2,false,true,https://i.ytimg.com/vi/XRSlFzVmBMg/maxresdefault.jpg,5.0,5.0,ややあっさり
ひき肉とピーマン炒めるだけ【ピーマン肉味噌】 詳しいレシピは概要欄をチェック！ #料理 #レシピ動画 #レシピ #簡単レシピ #晩ごはん,youtube,SOr7jGxqLw4,https://www.youtube.com/watch?v=SOr7jGxqLw4,SOr7jGxqLw4,https://www.youtube.com/watch?v=SOr7jGxqLw4,デリッシュキッチン,normal,挽肉、ピーマン、ショウガ,semi-rich,3,YouTube Data API収集,"minced_meat,bell_pepper,ginger",肉類;葉物野菜;根菜,warm,3,2,false,true,https://i.ytimg.com/vi/SOr7jGxqLw4/maxresdefault.jpg,5.2,5.32,ややがっつり
しっとり鶏むね肉のチキン南蛮レシピ #鶏むね肉レシピ #チキン南蛮,youtube,GA2qMjpvKus,https://www.youtube.com/watch?v=GA2qMjpvKus,GA2qMjpvKus,https://www.youtube.com/watch?v=GA2qMjpvKus,ちぇる ダイエット食堂,normal,鶏肉,semi-light,2,YouTube Data API収集,chicken,鶏肉,warm,3,2,true,true,https://i.ytimg.com/vi/GA2qMjpvKus/maxresdefault.jpg,6.0,5.1,ややあっさり
洗い物少ない！【油要らず唐揚げ】詳しいレシピは概要欄を見てね♪#唐揚げ#鶏もも肉 #鶏肉 #鶏肉レシピ #からあげ #鶏肉#おかず #晩ご飯 #おうちごはん #レシピ動画 #簡単レシピ #ワンパン,youtube,RT7HuwgEYZA,https://www.youtube.com/watch?v=RT7HuwgEYZA,RT7HuwgEYZA,https://www.youtube.com/watch?v=RT7HuwgEYZA,デリッシュキッチン,normal,鶏肉、ショウガ,semi-rich,5,YouTube Data API収集,"chicken,ginger",鶏肉;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/RT7HuwgEYZA/maxresdefault.jpg,4.95,6.37,ややがっつり
【肉野菜炒め】一生役立つ家庭料理の作り方#shorts #料理 #cooking,youtube,b60tx4lSSQ8,https://www.youtube.com/watch?v=b60tx4lSSQ8,b60tx4lSSQ8,https://www.youtube.com/watch?v=b60tx4lSSQ8,muuのおうちごはん,normal,豚肉、キャベツ、ネギ、もやし、玉ねぎ、にんじん、にんにく,semi-rich,3,YouTube Data API収集,"pork,cabbage,green_onion,bean_sprouts,onion,carrot,garlic",肉類;葉物野菜;根菜,warm,4,3,true,true,https://i.ytimg.com/vi/b60tx4lSSQ8/maxresdefault.jpg,5.2,5.42,ややがっつり
シェフが教える豚肉の火入れ術【総再生1000万回超え】#shorts,youtube,mwaHpHX7S-8,https://www.youtube.com/watch?v=mwaHpHX7S-8,mwaHpHX7S-8,https://www.youtube.com/watch?v=mwaHpHX7S-8,George ジョージ吉田,normal,豚肉,semi-rich,2,YouTube Data API収集,pork,肉類,warm,3,2,true,true,https://i.ytimg.com/vi/mwaHpHX7S-8/maxresdefault.jpg,8.0,6.5,ややがっつり
甘辛シャキシャキでお箸が止まらない🤤【千切りキャベツ肉巻き】 #肉巻き #豚バラ #カットキャベツ #キャベツ#簡単レシピ #レシピ動画,youtube,vb6GR9JgWbo,https://www.youtube.com/watch?v=vb6GR9JgWbo,vb6GR9JgWbo,https://www.youtube.com/watch?v=vb6GR9JgWbo,デリッシュキッチン,easy,豚肉、キャベツ、にんにく,semi-light,2,YouTube Data API収集,"pork,cabbage,garlic",肉類;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/vb6GR9JgWbo/maxresdefault.jpg,5.2,4.72,ややあっさり
