メニュー,platform,external_id,video_url,video_id,動画URL,投稿者,時間,食材,味,油感,特徴,詳細食材タグ,ingredient_categories,temperature,effort,dishes,knife,heat,thumbnail_url,ingredient_score,richness_score,taste_level
簡単玉子丼の作り方！,youtube,fRGJjmbw1SE,https://www.youtube.com/watch?v=fRGJjmbw1SE,fRGJjmbw1SE,https://www.youtube.com/watch?v=fRGJjmbw1SE,けんますクッキング,easy,白身魚、卵、ご飯・米、にら、ネギ、玉ねぎ,light,2,YouTube Data API収集,"whitefish,egg,rice,nira,green_onion,onion",魚介;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/fRGJjmbw1SE/hqdefault.jpg,4.46,4.38,あっさり
悪魔のてりたまソーセージ丼,youtube,N35aiYfJWes,https://www.youtube.com/watch?v=N35aiYfJWes,N35aiYfJWes,https://www.youtube.com/watch?v=N35aiYfJWes,まるみキッチン【簡単レシピ】,easy,白身魚、卵、ご飯・米、マヨネーズ,rich,4,YouTube Data API収集,"whitefish,egg,rice,mayonnaise",魚介;卵;米;チーズ・バター・マヨ系,warm,1,1,false,true,https://i.ytimg.com/vi/N35aiYfJWes/maxresdefault.jpg,7.38,7.23,がっつり
フライパン一発で3色そぼろ丼🍚✨ #簡単レシピ #胃袋泥棒レシピ,youtube,2sqyZhgGIWY,https://www.youtube.com/watch?v=2sqyZhgGIWY,2sqyZhgGIWY,https://www.youtube.com/watch?v=2sqyZhgGIWY,maki | 今日の時短レシピ,easy,ご飯・米,rich,5,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/2sqyZhgGIWY/maxresdefault.jpg,6.0,7.1,がっつり
【胃袋を掴む】ふわとろ親子丼 #おうちごはん #簡単レシピ,youtube,RSjX616xPkM,https://www.youtube.com/watch?v=RSjX616xPkM,RSjX616xPkM,https://www.youtube.com/watch?v=RSjX616xPkM,Hideka cooking,easy,ご飯・米,semi-rich,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/RSjX616xPkM/maxresdefault.jpg,6.0,5.3,ややがっつり
卵とチーズで作るヤバすぎる玉子丼#卵 #簡単レシピ #丼,youtube,iUJGnDtqHl0,https://www.youtube.com/watch?v=iUJGnDtqHl0,iUJGnDtqHl0,https://www.youtube.com/watch?v=iUJGnDtqHl0,だれウマ【料理研究家】,easy,卵、ご飯・米、チーズ,rich,4,YouTube Data API収集,"egg,rice,cheese",卵;米;チーズ・バター・マヨ系,warm,1,1,false,true,https://i.ytimg.com/vi/iUJGnDtqHl0/maxresdefault.jpg,7.9,7.94,がっつり
【究極のユッケだれTKG】,youtube,fM_jTRBoR0U,https://www.youtube.com/watch?v=fM_jTRBoR0U,fM_jTRBoR0U,https://www.youtube.com/watch?v=fM_jTRBoR0U,まるみキッチン【簡単レシピ】,normal,卵,light,2,YouTube Data API収集,egg,卵,warm,3,2,false,true,https://i.ytimg.com/vi/fM_jTRBoR0U/maxresdefault.jpg,5.0,4.6,あっさり
牛丼の作り方｜おうちで簡単にお店の味！ちょっと一手間で激ウマに仕上がる絶品牛丼レシピ！旨味たっぷりで最後の一口まで大満足！-How to make【料理研究家ゆかり】,youtube,u3_dLqrWRuE,https://www.youtube.com/watch?v=u3_dLqrWRuE,u3_dLqrWRuE,https://www.youtube.com/watch?v=u3_dLqrWRuE,料理研究家ゆかりのおうちで簡単レシピ / Yukari's Kitchen,easy,牛肉、豚肉、白身魚、卵、ご飯・米、napa_cabbage、ネギ、玉ねぎ、ショウガ,semi-light,2,YouTube Data API収集,"beef,pork,whitefish,egg,rice,napa_cabbage,green_onion,onion,ginger",肉類;魚介;卵;米;葉物野菜;根菜,warm,4,1,true,true,https://i.ytimg.com/vi/u3_dLqrWRuE/maxresdefault.jpg,5.55,4.93,ややあっさり
洗い物も少ないし、生焼けの心配もない「食べたらハンバーグ丼」 詳しいレシピは概要欄をチェック！ #ハンバーグ #丼レシピ #昼ごはん,youtube,WEh1wMBq7rE,https://www.youtube.com/watch?v=WEh1wMBq7rE,WEh1wMBq7rE,https://www.youtube.com/watch?v=WEh1wMBq7rE,デリッシュキッチン,easy,白身魚、卵、ご飯・米、ネギ、玉ねぎ,light,2,YouTube Data API収集,"whitefish,egg,rice,green_onion,onion",魚介;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/WEh1wMBq7rE/maxresdefault.jpg,4.46,4.28,あっさり
【㊗️500万回再生‼️】【牛丼ってここまで変わる？荏原シェフの技で普通の肉でもプロの味に】｜#クラシル #shorts,youtube,4d-Z3-BOW0U,https://www.youtube.com/watch?v=4d-Z3-BOW0U,4d-Z3-BOW0U,https://www.youtube.com/watch?v=4d-Z3-BOW0U,Kurashiru [クラシル],easy,ご飯・米、ネギ、玉ねぎ,light,2,YouTube Data API収集,"rice,green_onion,onion",米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/4d-Z3-BOW0U/maxresdefault.jpg,4.13,4.08,あっさり
子供ウケ抜群【だしあん卵丼】🍳 #たまごレシピ #たまご料理 #卵レシピ #卵料理 #丼レシピ,youtube,QEZJpYiT7CI,https://www.youtube.com/watch?v=QEZJpYiT7CI,QEZJpYiT7CI,https://www.youtube.com/watch?v=QEZJpYiT7CI,える パパッと作れるパパ飯,easy,白身魚、卵、ご飯・米、ネギ,light,2,YouTube Data API収集,"whitefish,egg,rice,green_onion",魚介;卵;米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/QEZJpYiT7CI/maxresdefault.jpg,4.6,4.46,あっさり
うちの三姉妹で取り合いになった絶品ロコモコ丼,youtube,2AbioKh5Sd8,https://www.youtube.com/watch?v=2AbioKh5Sd8,2AbioKh5Sd8,https://www.youtube.com/watch?v=2AbioKh5Sd8,まるみキッチン【簡単レシピ】,easy,挽肉、白身魚、卵、ご飯・米、レタス、チーズ,rich,4,YouTube Data API収集,"minced_meat,whitefish,egg,rice,lettuce,cheese",肉類;魚介;卵;米;葉物野菜;チーズ・バター・マヨ系,warm,1,1,false,true,https://i.ytimg.com/vi/2AbioKh5Sd8/maxresdefault.jpg,6.97,6.98,がっつり
子供が大好きな給食の豚キムチ丼を作ってみた！,youtube,f7e6EvyVY_M,https://www.youtube.com/watch?v=f7e6EvyVY_M,f7e6EvyVY_M,https://www.youtube.com/watch?v=f7e6EvyVY_M,あおいの給食室🔪,easy,豚肉、白身魚、ご飯・米、キャベツ、にら、ネギ、玉ねぎ、にんじん、にんにく,semi-light,2,YouTube Data API収集,"pork,whitefish,rice,cabbage,nira,green_onion,onion,carrot,garlic",肉類;魚介;米;葉物野菜;根菜,warm,4,1,true,true,https://i.ytimg.com/vi/f7e6EvyVY_M/maxresdefault.jpg,5.48,4.99,ややあっさり
簡単すぎ・・・え、今から作ろうかな【ポン酢豚丼】#どんぶり#丼 #豚肉 #豚こま肉 #玉ねぎ #ポン酢 #簡単レシピ #レシピ動画,youtube,v012YMWZxnQ,https://www.youtube.com/watch?v=v012YMWZxnQ,v012YMWZxnQ,https://www.youtube.com/watch?v=v012YMWZxnQ,デリッシュキッチン,easy,豚肉、ご飯・米、ネギ、玉ねぎ、ショウガ,semi-light,2,YouTube Data API収集,"pork,rice,green_onion,onion,ginger",肉類;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/v012YMWZxnQ/maxresdefault.jpg,5.55,4.93,ややあっさり
胃袋掴む！鶏の照りたま丼【ふわとろ半熟卵と照り焼きチキン】,youtube,uwSdRWstL14,https://www.youtube.com/watch?v=uwSdRWstL14,uwSdRWstL14,https://www.youtube.com/watch?v=uwSdRWstL14,chii【ちはる姉さん】らくチン美味いごはんとおやつ🥣,easy,鶏肉、卵、ご飯・米,semi-rich,3,YouTube Data API収集,"chicken,egg,rice",鶏肉;卵;米,warm,1,1,true,true,https://i.ytimg.com/vi/uwSdRWstL14/maxresdefault.jpg,5.77,5.76,ややがっつり
今度から親子丼これでもいいかも【とろとろ親子丼】詳しいレシピは概要欄をチェック！#親子丼 #ひき肉 #鶏肉 #昼ごはん #ワンパン #晩ごはん#簡単レシピ #レシピ動画 #料理動画,youtube,WvI-Pb5XxNs,https://www.youtube.com/watch?v=WvI-Pb5XxNs,WvI-Pb5XxNs,https://www.youtube.com/watch?v=WvI-Pb5XxNs,デリッシュキッチン,easy,鶏肉、挽肉、白身魚、卵、ご飯・米、ネギ、ショウガ,semi-light,2,YouTube Data API収集,"chicken,minced_meat,whitefish,egg,rice,green_onion,ginger",鶏肉;肉類;魚介;卵;米;葉物野菜;根菜,warm,4,1,true,true,https://i.ytimg.com/vi/WvI-Pb5XxNs/maxresdefault.jpg,5.7,5.02,ややあっさり
究極の親子丼の作り方☆卵が半熟とろとろ濃厚！お肉も柔らかジューシー！おうちでも簡単にお店のように美味しく作るコツをご紹介します♪-How to make Oyakodon-【料理研究家ゆかり】,youtube,bjFKhfW4aVg,https://www.youtube.com/watch?v=bjFKhfW4aVg,bjFKhfW4aVg,https://www.youtube.com/watch?v=bjFKhfW4aVg,料理研究家ゆかりのおうちで簡単レシピ / Yukari's Kitchen,easy,鶏肉、白身魚、卵、ご飯・米、ネギ、なす,light,2,YouTube Data API収集,"chicken,whitefish,egg,rice,green_onion,eggplant",鶏肉;魚介;卵;米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/bjFKhfW4aVg/maxresdefault.jpg,4.88,4.53,あっさり
焼肉屋超え🍳豚バラネギ塩丼,youtube,DynqwIPe8dI,https://www.youtube.com/watch?v=DynqwIPe8dI,DynqwIPe8dI,https://www.youtube.com/watch?v=DynqwIPe8dI,ゆっこ⌇調理師ママのラクうまごはん,easy,豚肉、白身魚、ご飯・米、ネギ、にんにく,semi-light,2,YouTube Data API収集,"pork,whitefish,rice,green_onion,garlic",肉類;魚介;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/DynqwIPe8dI/maxresdefault.jpg,5.48,4.99,ややあっさり
ご飯泥棒！ささみユッケ風丼が美味しすぎた🤤🍚 #簡単レシピ #自炊,youtube,a5yZhOVqle8,https://www.youtube.com/watch?v=a5yZhOVqle8,a5yZhOVqle8,https://www.youtube.com/watch?v=a5yZhOVqle8,Hideka cooking,easy,鶏肉、ご飯・米,semi-rich,2,YouTube Data API収集,"chicken,rice",鶏肉;米,warm,1,1,true,true,https://i.ytimg.com/vi/a5yZhOVqle8/maxresdefault.jpg,6.0,5.3,ややがっつり
ちくわで最高に旨すぎる丼作れます,youtube,PfOVD47JN4w,https://www.youtube.com/watch?v=PfOVD47JN4w,PfOVD47JN4w,https://www.youtube.com/watch?v=PfOVD47JN4w,だれウマ【料理研究家】,easy,ご飯・米、バター,rich,4,YouTube Data API収集,"rice,butter",米;チーズ・バター・マヨ系,warm,1,1,false,true,https://i.ytimg.com/vi/PfOVD47JN4w/maxresdefault.jpg,8.6,8.36,がっつり
【野永シェフの特製・他人丼レシピ】｜#クラシル #shorts,youtube,B0Uzvr92B44,https://www.youtube.com/watch?v=B0Uzvr92B44,B0Uzvr92B44,https://www.youtube.com/watch?v=B0Uzvr92B44,Kurashiru [クラシル],easy,ご飯・米,semi-light,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/B0Uzvr92B44/maxresdefault.jpg,6.0,5.2,ややあっさり
某有名チェーン店の牛丼を再現してみた【笠野家の牛丼】,youtube,TgBD15J7zmk,https://www.youtube.com/watch?v=TgBD15J7zmk,TgBD15J7zmk,https://www.youtube.com/watch?v=TgBD15J7zmk,【賛否両論】笠原将弘の料理のほそ道,easy,牛肉、白身魚、卵、ご飯・米、ネギ、玉ねぎ、昆布、ショウガ,semi-light,2,YouTube Data API収集,"beef,whitefish,egg,rice,green_onion,onion,kombu,ginger",肉類;魚介;卵;米;葉物野菜;根菜,warm,4,1,true,true,https://i.ytimg.com/vi/TgBD15J7zmk/maxresdefault.jpg,5.55,5.03,ややあっさり
牛と卵の他人丼《牛とじ丼》#shorts #簡単レシピ,youtube,WjT-30BO39A,https://www.youtube.com/watch?v=WjT-30BO39A,WjT-30BO39A,https://www.youtube.com/watch?v=WjT-30BO39A,はらぺ子のママ,easy,卵、ご飯・米,semi-light,2,YouTube Data API収集,"egg,rice",卵;米,warm,1,1,false,true,https://i.ytimg.com/vi/WjT-30BO39A/maxresdefault.jpg,5.65,5.09,ややあっさり
『技術は不要』ちょっとずつ余った野菜達こそ最高の食材です。家庭で作る中華丼の作り方,youtube,B9MiMjR-iR0,https://www.youtube.com/watch?v=B9MiMjR-iR0,B9MiMjR-iR0,https://www.youtube.com/watch?v=B9MiMjR-iR0,食事処さくらの料理教室,easy,豚肉、卵、ご飯・米、napa_cabbage、小松菜、ネギ、玉ねぎ、にんじん、しめじ、ショウガ,semi-light,2,YouTube Data API収集,"pork,egg,rice,napa_cabbage,komatsuna,green_onion,onion,carrot,shimeji,ginger",肉類;卵;米;葉物野菜;根菜;きのこ,warm,4,1,true,true,https://i.ytimg.com/vi/B9MiMjR-iR0/maxresdefault.jpg,5.32,4.89,ややあっさり
料理人歴23年、今までこの作り方知らなかったのが悔しいです,youtube,nLllKqYdQ9c,https://www.youtube.com/watch?v=nLllKqYdQ9c,nLllKqYdQ9c,https://www.youtube.com/watch?v=nLllKqYdQ9c,飲食店独立学校 /こうせい校長,normal,豆腐、ネギ、ショウガ,light,2,YouTube Data API収集,"tofu,green_onion,ginger",豆腐・大豆系;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/nLllKqYdQ9c/maxresdefault.jpg,2.53,3.22,あっさり
鶏肉なしでこの美味しさ!【玉ねぎと卵だけ!のたまご丼】の作り方/王道の甘じょっばい味がいい♪,youtube,bUrAt9QylSs,https://www.youtube.com/watch?v=bUrAt9QylSs,bUrAt9QylSs,https://www.youtube.com/watch?v=bUrAt9QylSs,つぶあんの簡単ゆったりクッキング,easy,鶏肉、白身魚、卵、ご飯・米、ネギ、玉ねぎ,light,2,YouTube Data API収集,"chicken,whitefish,egg,rice,green_onion,onion",鶏肉;魚介;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/bUrAt9QylSs/maxresdefault.jpg,4.72,4.43,あっさり
答えは0:07秒あたりを見てね【卵だけあんかけ丼】丁寧に工程を見たい人はアプリで検索♪#卵 #たまご #丼 #丼飯 #あんかけ #中華料理 #天津飯 #簡単レシピ #レシピ動画 #料理動画,youtube,1hiR6Wsb2E0,https://www.youtube.com/watch?v=1hiR6Wsb2E0,1hiR6Wsb2E0,https://www.youtube.com/watch?v=1hiR6Wsb2E0,デリッシュキッチン,easy,卵、ご飯・米、ネギ、ショウガ、マヨネーズ,semi-rich,4,YouTube Data API収集,"egg,rice,green_onion,ginger,mayonnaise",卵;米;葉物野菜;根菜;チーズ・バター・マヨ系,warm,1,1,true,true,https://i.ytimg.com/vi/1hiR6Wsb2E0/maxresdefault.jpg,6.5,6.7,ややがっつり
【ルウ1個で1人前】どんぶり革命！カレー親子丼が旨すぎる！,youtube,fNTVaTGj3ag,https://www.youtube.com/watch?v=fNTVaTGj3ag,fNTVaTGj3ag,https://www.youtube.com/watch?v=fNTVaTGj3ag,めしコイズミ,easy,鶏肉、白身魚、卵、ご飯・米、ネギ、玉ねぎ,light,2,YouTube Data API収集,"chicken,whitefish,egg,rice,green_onion,onion",鶏肉;魚介;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/fNTVaTGj3ag/maxresdefault.jpg,4.72,4.53,あっさり
全人類好きな味✨ネギ塩豚丼🍚♡（レシピはコメント欄に🫶）,youtube,sFdWqSj36qU,https://www.youtube.com/watch?v=sFdWqSj36qU,sFdWqSj36qU,https://www.youtube.com/watch?v=sFdWqSj36qU,ゆい▷愛する旦那さんに褒められごはん,easy,ご飯・米、ネギ,light,2,YouTube Data API収集,"rice,green_onion",米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/sFdWqSj36qU/maxresdefault.jpg,4.25,4.25,あっさり
【再現！】「すた丼」お店調理のポイントをご家庭で再現する作り方 #shorts,youtube,jipO-Sr-mgQ,https://www.youtube.com/watch?v=jipO-Sr-mgQ,jipO-Sr-mgQ,https://www.youtube.com/watch?v=jipO-Sr-mgQ,ねこくら料理チャンネル ～猫と暮らしたい～,easy,豚肉、卵、ご飯・米、ネギ、にんにく,semi-light,2,YouTube Data API収集,"pork,egg,rice,green_onion,garlic",肉類;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/jipO-Sr-mgQ/maxresdefault.jpg,5.62,5.07,ややあっさり
【うなぎよりウマい】なすの蒲焼き丼 #レシピ動画 #簡単レシピ #なす #なすレシピ #うなぎ #丼,youtube,8DWt9k4IW7A,https://www.youtube.com/watch?v=8DWt9k4IW7A,8DWt9k4IW7A,https://www.youtube.com/watch?v=8DWt9k4IW7A,ガンガンの料理塾,easy,ご飯・米、なす、ショウガ、小麦粉,semi-light,3,YouTube Data API収集,"rice,eggplant,ginger,flour",米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/8DWt9k4IW7A/maxresdefault.jpg,4.13,4.78,ややあっさり
【サーモンとアボカドで究極のポキ丼】,youtube,H957XuaZ-Xk,https://www.youtube.com/watch?v=H957XuaZ-Xk,H957XuaZ-Xk,https://www.youtube.com/watch?v=H957XuaZ-Xk,まるみキッチン【簡単レシピ】,easy,サケ、白身魚、卵、ご飯・米、にんにく,light,2,YouTube Data API収集,"salmon,whitefish,egg,rice,garlic",魚介;卵;米;根菜,warm,1,1,false,true,https://i.ytimg.com/vi/H957XuaZ-Xk/maxresdefault.jpg,4.95,4.57,あっさり
家庭で本場の味を再現！笠原流【豚丼】の作り方,youtube,O4l3byCyEzY,https://www.youtube.com/watch?v=O4l3byCyEzY,O4l3byCyEzY,https://www.youtube.com/watch?v=O4l3byCyEzY,【賛否両論】笠原将弘の料理のほそ道,easy,豚肉、白身魚、ご飯・米、ビーフン・フォー、ネギ、ショウガ、にんにく,semi-light,2,YouTube Data API収集,"pork,whitefish,rice,rice_noodles,green_onion,ginger,garlic",肉類;魚介;米;麺;葉物野菜;根菜,warm,4,1,true,true,https://i.ytimg.com/vi/O4l3byCyEzY/maxresdefault.jpg,5.67,5.1,ややあっさり
【みんな大好き】板前が教える、親子丼の作り方！※分量はコメント欄に！#shorts,youtube,fnZfyb5exyQ,https://www.youtube.com/watch?v=fnZfyb5exyQ,fnZfyb5exyQ,https://www.youtube.com/watch?v=fnZfyb5exyQ,板前山ちゃん,easy,鶏肉、卵、ご飯・米、ネギ、玉ねぎ,light,2,YouTube Data API収集,"chicken,egg,rice,green_onion,onion",鶏肉;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/fnZfyb5exyQ/maxresdefault.jpg,4.74,4.54,あっさり
作ってみて！海鮮丼 #shorts,youtube,hinEV2pGPVQ,https://www.youtube.com/watch?v=hinEV2pGPVQ,hinEV2pGPVQ,https://www.youtube.com/watch?v=hinEV2pGPVQ,けんた食堂,easy,ご飯・米,semi-rich,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/hinEV2pGPVQ/maxresdefault.jpg,6.0,5.3,ややがっつり
【100万回再生人気レシピ】薄切り肉で簡単＆柔らか！直球勝負のレシピ！豚丼の作り方,youtube,6cHxq7gXisI,https://www.youtube.com/watch?v=6cHxq7gXisI,6cHxq7gXisI,https://www.youtube.com/watch?v=6cHxq7gXisI,Koh Kentetsu Kitchen【料理研究家コウケンテツ公式チャンネル】,easy,豚肉、ご飯・米、ネギ、にんにく,semi-light,2,YouTube Data API収集,"pork,rice,green_onion,garlic",肉類;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/6cHxq7gXisI/maxresdefault.jpg,5.55,5.03,ややあっさり
厚揚げ豚挽き丼🧑🏻‍🍳#shorts #簡単レシピ#料理,youtube,YvpG-0TUwZg,https://www.youtube.com/watch?v=YvpG-0TUwZg,YvpG-0TUwZg,https://www.youtube.com/watch?v=YvpG-0TUwZg,給食の先生ゆりまま,easy,挽肉、白身魚、厚揚げ、ご飯・米,rich,5,YouTube Data API収集,"minced_meat,whitefish,atsuage,rice",肉類;魚介;豆腐・大豆系;米,warm,1,1,false,true,https://i.ytimg.com/vi/YvpG-0TUwZg/maxresdefault.jpg,6.07,7.14,がっつり
最高においしい牛丼の作り方/ How to make the most delicious gyudon,youtube,UZeUikY2U8Q,https://www.youtube.com/watch?v=UZeUikY2U8Q,UZeUikY2U8Q,https://www.youtube.com/watch?v=UZeUikY2U8Q,Ryogo,easy,ご飯・米、パスタ,semi-rich,2,YouTube Data API収集,"rice,pasta",米;麺,warm,1,1,false,true,https://i.ytimg.com/vi/UZeUikY2U8Q/maxresdefault.jpg,6.0,5.3,ややがっつり
10分で完成【ワンパンビビンバ丼】 #レシピ,youtube,edBSLjYj1Xk,https://www.youtube.com/watch?v=edBSLjYj1Xk,edBSLjYj1Xk,https://www.youtube.com/watch?v=edBSLjYj1Xk,AKIHO kitchen 簡単映えレシピ,easy,ご飯・米,semi-light,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/edBSLjYj1Xk/maxresdefault.jpg,6.0,5.2,ややあっさり
脳がバグる😱じゃがりこを粉々にして、うなぎの蒲焼作ってみたらリアルすぎた！#Shorts #お菓子 #DIY #じゃがりこ,youtube,FHwmQTShcmM,https://www.youtube.com/watch?v=FHwmQTShcmM,FHwmQTShcmM,https://www.youtube.com/watch?v=FHwmQTShcmM,アジーンTV,normal,白身魚,light,2,YouTube Data API収集,whitefish,魚介,warm,3,2,false,true,https://i.ytimg.com/vi/FHwmQTShcmM/maxresdefault.jpg,4.0,4.1,あっさり
※再掲※正直レビュー!! 「ワンパンロコモコ丼」 #簡単レシピ #ワンパン #ロコモコ #ハンバーグ #おつまみ,youtube,G51tdgYrth4,https://www.youtube.com/watch?v=G51tdgYrth4,G51tdgYrth4,https://www.youtube.com/watch?v=G51tdgYrth4,バズログ【バズ飯正直レビュー】,easy,挽肉、白身魚、卵、ご飯・米、ネギ、玉ねぎ、にんにく、チーズ,rich,4,YouTube Data API収集,"minced_meat,whitefish,egg,rice,green_onion,onion,garlic,cheese",肉類;魚介;卵;米;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,1,true,true,https://i.ytimg.com/vi/G51tdgYrth4/maxresdefault.jpg,6.7,6.92,がっつり
一度で作るそぼろ丼,youtube,3XI5FZcsa8A,https://www.youtube.com/watch?v=3XI5FZcsa8A,3XI5FZcsa8A,https://www.youtube.com/watch?v=3XI5FZcsa8A,まみ(mami) ラクうまごはん,easy,ご飯・米,semi-rich,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/3XI5FZcsa8A/maxresdefault.jpg,6.0,5.3,ややがっつり
豚こまで節約！簡単豚丼 #簡単レシピ #時短節約 #shorts,youtube,dRlJUFQKl0U,https://www.youtube.com/watch?v=dRlJUFQKl0U,dRlJUFQKl0U,https://www.youtube.com/watch?v=dRlJUFQKl0U,パパっとdish,easy,豚肉、白身魚、ご飯・米、ネギ、玉ねぎ、ショウガ,semi-light,2,YouTube Data API収集,"pork,whitefish,rice,green_onion,onion,ginger",肉類;魚介;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/dRlJUFQKl0U/maxresdefault.jpg,5.48,4.99,ややあっさり
絶品照り焼き丼🧑🏻‍🍳🐓#簡単レシピ #照り焼き #給食 #shorts,youtube,2LMT3DYSQaw,https://www.youtube.com/watch?v=2LMT3DYSQaw,2LMT3DYSQaw,https://www.youtube.com/watch?v=2LMT3DYSQaw,給食の先生ゆりまま,easy,鶏肉、白身魚、ご飯・米、ネギ,semi-light,3,YouTube Data API収集,"chicken,whitefish,rice,green_onion",鶏肉;魚介;米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/2LMT3DYSQaw/maxresdefault.jpg,4.77,5.16,ややあっさり
完全再現！すき家の牛丼＃簡単レシピ＃牛丼#shorts,youtube,CLqjRGWDJik,https://www.youtube.com/watch?v=CLqjRGWDJik,CLqjRGWDJik,https://www.youtube.com/watch?v=CLqjRGWDJik,はっち 料理サークルちゃお主宰,easy,牛肉、白身魚、ご飯・米、ネギ、玉ねぎ、昆布、ショウガ,semi-light,2,YouTube Data API収集,"beef,whitefish,rice,green_onion,onion,kombu,ginger",肉類;魚介;米;葉物野菜;根菜,warm,4,1,true,true,https://i.ytimg.com/vi/CLqjRGWDJik/maxresdefault.jpg,5.48,4.99,ややあっさり
わずか8分でこの美味しさ【帯広豚丼】,youtube,jLX3DFXN0HE,https://www.youtube.com/watch?v=jLX3DFXN0HE,jLX3DFXN0HE,https://www.youtube.com/watch?v=jLX3DFXN0HE,二階堂まなみの「きほんのき」,easy,豚肉、ご飯・米、ショウガ、にんにく,semi-rich,2,YouTube Data API収集,"pork,rice,ginger,garlic",肉類;米;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/jLX3DFXN0HE/maxresdefault.jpg,6.37,5.52,ややがっつり
卵だけ！絶品とろふわあんかけ丼 簡単 節約 ワンパンレシピ おうちごはん たまご料理,youtube,R9jbv-PFcus,https://www.youtube.com/watch?v=R9jbv-PFcus,R9jbv-PFcus,https://www.youtube.com/watch?v=R9jbv-PFcus,ちゃらりんこクック,easy,鶏肉、豆腐、卵、ご飯・米、キャベツ、ほうれん草、小松菜、にら、ネギ、なす、ピーマン、ブロッコリー、玉ねぎ、大根、かぼちゃ,light,2,YouTube Data API収集,"chicken,tofu,egg,rice,cabbage,spinach,komatsuna,nira,green_onion,eggplant,bell_pepper,broccoli,onion,daikon,pumpkin",鶏肉;豆腐・大豆系;卵;米;葉物野菜;根菜,warm,4,1,true,true,https://i.ytimg.com/vi/R9jbv-PFcus/maxresdefault.jpg,4.6,4.46,あっさり
イケメンダイエットマグロポキ丼の作り方 #ダイエット #ダイエットレシピ #shorts,youtube,K5d2wHRnCpk,https://www.youtube.com/watch?v=K5d2wHRnCpk,K5d2wHRnCpk,https://www.youtube.com/watch?v=K5d2wHRnCpk,けんじイケメン化計画,easy,マグロ、ご飯・米,semi-light,2,YouTube Data API収集,"tuna_sashimi,rice",魚介;米,warm,1,1,false,true,https://i.ytimg.com/vi/K5d2wHRnCpk/maxresdefault.jpg,5.3,4.88,ややあっさり
にんにくも生姜も使わないからこそウマい!!スーパーの肉で至高を越えたシン・豚丼作ります#shorts #リュウジ #料理,youtube,ZpgbQn-C3cQ,https://www.youtube.com/watch?v=ZpgbQn-C3cQ,ZpgbQn-C3cQ,https://www.youtube.com/watch?v=ZpgbQn-C3cQ,料理研究家リュウジのバズレシピ,easy,白身魚、ご飯・米、ショウガ、にんにく,semi-light,2,YouTube Data API収集,"whitefish,rice,ginger,garlic",魚介;米;根菜,warm,1,1,false,true,https://i.ytimg.com/vi/ZpgbQn-C3cQ/maxresdefault.jpg,4.83,4.9,ややあっさり
夫の大好物『ネギ塩豚丼』 #簡単レシピ #料理,youtube,UTjViLyA4V0,https://www.youtube.com/watch?v=UTjViLyA4V0,UTjViLyA4V0,https://www.youtube.com/watch?v=UTjViLyA4V0,さな〻旦那胃袋つかみメシ🍳,easy,ご飯・米、ネギ,light,2,YouTube Data API収集,"rice,green_onion",米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/UTjViLyA4V0/maxresdefault.jpg,4.25,4.25,あっさり
